"","Fine_STE","Medium_STE","Coarse_STE","Taxon","Taxon.Serial.Number","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Exclusion_reason","Excluded","Coarse_STE_rank","Medium_STE_rank","Fine_STE_rank","Coarse_STE_attribute_use","Medium_STE_attribute_use","Fine_STE_attribute_use","Coarse_STE_HBI_use","Medium_STE_HBI_use","Fine_STE_HBI_use","Coarse_STE_MTI_use","Medium_STE_MTI_use","Fine_STE_MTI_use","Coarse_STE_FSBI_use","Medium_STE_FSBI_use","Fine_STE_FSBI_use","Coarse_STE_FSBI_use2","Medium_STE_FSBI_use2","Fine_STE_FSBI_use2"
"1294","Testudacarus","Acari","Acari","Testudacarus",83250,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Torrenticolidae","","","","","","Testudacarus","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Testudacarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295","Teutonia","Acari","Acari","Teutonia",83235,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Teutoniidae","","","","","","Teutonia","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296","Thaumalea","Thaumalea","Thaumalea","Thaumalea",126629,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Thaumaleidae","","","","","","Thaumalea","","","","",NA,NA,"Genus","Genus","Genus","Thaumalea","Thaumalea","Thaumalea","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","Thaumaleidae","Thaumaleidae","Thaumaleidae","Thaumaleidae",126624,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Thaumaleidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Thaumaleidae","Thaumaleidae","Thaumaleidae","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","Theromyzon","Theromyzon","Theromyzon","Theromyzon",69375,"Annelida","","","Clitellata","Hirudinea","Euhirudinea","","Rhynchobdellida","","","","Glossiphoniidae","Theromyzinae","","","","","Theromyzon","","","","",NA,NA,"Genus","Genus","Genus","Glossiphoniidae","Glossiphoniidae","Glossiphoniidae","Theromyzon","Theromyzon","Theromyzon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299","Thienemannia","Orthocladiinae","Chironomidae","Thienemannia",129179,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Thienemannia","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Orthocladiinae","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","Thienemanniella","Orthocladiinae","Chironomidae","Thienemanniella",129182,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Thienemanniella","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Thienemanniella","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,"Thienemanniella",NA,NA,NA,NA,NA,NA
"1301","Thienemannimyia","Pentaneurini","Chironomidae","Thienemannimyia",128236,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Tanypodinae","","Pentaneurini","","","Thienemannimyia","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Pentaneurini","Thienemannimyia","Chironomidae","Pentaneurini","Thienemannimyia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","Thienemannimyia complex","Pentaneurini","Chironomidae","Thienemannimyia complex",-54,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Tanypodinae","","Pentaneurini","Thienemannimyia complex","","","","","","",NA,NA,"Family","Tribe","Genus.Group","Chironomidae","Pentaneurini","Thienemannimyia complex","Chironomidae","Pentaneurini","Pentaneurini",NA,NA,"Thienemannimyia complex",NA,NA,NA,NA,NA,NA
"1303","Thienemanniola","Tanytarsini","Chironomidae","Thienemanniola",568514,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Tanytarsini","","","Thienemanniola","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Tanytarsini","Tanytarsini","Chironomidae","Tanytarsini","Tanytarsini",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","Thremmatidae","Thremmatidae","Thremmatidae","Thremmatidae",-223,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Thremmatidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Trichoptera","Trichoptera","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","Thyas","Acari","Acari","Thyas",83190,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Thyasidae","","","","","","Thyas","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306","Thyopsella","Acari","Acari","Thyopsella",83202,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Thyasidae","","","","","","Thyopsella","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","Thyopsis","Acari","Acari","Thyopsis",83205,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Thyasidae","","","","","","Thyopsis","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","Timpanoga","Timpanoga","Timpanoga","Timpanoga",101317,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","","","","","","Timpanoga","","","","",NA,NA,"Genus","Genus","Genus","Timpanoga","Timpanoga","Timpanoga","Timpanoga","Timpanoga","Timpanoga",NA,NA,NA,NA,NA,NA,"Timpanoga","Timpanoga","Timpanoga"
"1309","Timpanoga hecuba","Timpanoga hecuba","Timpanoga hecuba","Timpanoga hecuba",101318,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","","","","","","Timpanoga","","","hecuba","",NA,NA,"Species","Species","Species","Timpanoga hecuba","Timpanoga hecuba","Timpanoga hecuba","Timpanoga hecuba","Timpanoga hecuba","Timpanoga hecuba","Timpanoga hecuba","Timpanoga hecuba","Timpanoga hecuba",NA,NA,NA,"Timpanoga hecuba","Timpanoga hecuba","Timpanoga hecuba"
"1310","Timpanoga hecuba hecuba","Timpanoga hecuba hecuba","Timpanoga hecuba hecuba","Timpanoga hecuba hecuba",101320,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","","","","","","Timpanoga","","","hecuba","hecuba",NA,NA,"Subspecies","Subspecies","Subspecies","Timpanoga","Timpanoga","Timpanoga","Timpanoga","Timpanoga","Timpanoga",NA,NA,NA,NA,NA,NA,"Timpanoga","Timpanoga","Timpanoga"
"1311","Timpanoginae","Timpanoginae","Timpanoginae","Timpanoginae",-203,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae","Timpanoginae","","","","","","","","","",NA,NA,"Subfamily","Subfamily","Subfamily","Ephemerellidae","Ephemerellidae","Ephemerellidae","Ephemerellidae","Ephemerellidae","Ephemerellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312","Tinodes","Tinodes","Tinodes","Tinodes",115350,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Psychomyiidae","Psychomyiinae","","","","","Tinodes","","","","",NA,NA,"Genus","Genus","Genus","Trichoptera","Trichoptera","Trichoptera","Tinodes","Tinodes","Tinodes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","Tipula","Tipula","Tipula","Tipula",119037,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Tipulinae","","","","","Tipula","","","","",NA,NA,"Genus","Genus","Genus","Tipula","Tipula","Tipula","Diptera","Diptera","Diptera","Tipula","Tipula","Tipula",NA,NA,NA,"Tipula","Tipula","Tipula"
"1314","Tipula arnaudi","Tipula arnaudi","Tipula arnaudi","Tipula arnaudi",119078,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Tipulinae","","","","","Tipula","","","arnaudi","",NA,NA,"Species","Species","Species","Tipula","Tipula","Tipula","Diptera","Diptera","Diptera","Tipula","Tipula","Tipula",NA,NA,NA,"Tipula","Tipula","Tipula"
"1315","Tipula dis","Tipula dis","Tipula dis","Tipula dis",119188,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Tipulinae","","","","","Tipula","","","dis","",NA,NA,"Species","Species","Species","Tipula","Tipula","Tipula","Diptera","Diptera","Diptera","Tipula","Tipula","Tipula",NA,NA,NA,"Tipula","Tipula","Tipula"
"1316","Tipulidae","Tipulidae","Tipulidae","Tipulidae",118840,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Tipulidae","Tipulidae","Tipulidae","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","Tipulidae sp. MAA#01","Tipulidae sp. MAA#01","Tipulidae sp. MAA#01","Tipulidae sp. MAA#01",-218,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","","","","","","","","","Tipulidae sp. MAA#01","",NA,NA,"Species","Species","Species","Tipulidae","Tipulidae","Tipulidae","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318","Tipulidae sp. MAA#02","Tipulidae sp. MAA#02","Tipulidae sp. MAA#02","Tipulidae sp. MAA#02",-219,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","","","","","","","","","Tipulidae sp. MAA#02","",NA,NA,"Species","Species","Species","Tipulidae","Tipulidae","Tipulidae","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","Tipuloidea","Tipuloidea","Tipuloidea","Tipuloidea",-231,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","Tipuloidea","","","","","","","","","","","",NA,NA,"Superfamily","Superfamily","Superfamily","Nematocera","Nematocera","Nematocera","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","Todothyas","Acari","Acari","Todothyas",-240,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Hydryphantidae","Euthyadinae","","","","","Todothyas","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","togatum","Lepidostoma","Lepidostoma","Lepidostoma togatum",116847,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Limnephiloidea","Lepidostomatidae","Lepidostomatinae","","","","","Lepidostoma","","Lepidostoma","togatum","",NA,NA,"Genus","Genus","Species","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma","Lepidostoma",NA,NA,NA,"Lepidostoma","Lepidostoma","Lepidostoma"
"1322","Tokunagaia","Orthocladiinae","Chironomidae","Tokunagaia",129194,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Tokunagaia","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Orthocladiinae","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","Torrenticola","Acari","Acari","Torrenticola",83254,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Torrenticolidae","","","","","","Torrenticola","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Torrenticola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","Torrenticolidae","Acari","Acari","Torrenticolidae",83249,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Torrenticolidae","","","","","","","","","","","Acari",FALSE,"Subclass","Subclass","Family","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","Trepaxonemata","Trepaxonemata","Trepaxonemata","Trepaxonemata",914204,"Platyhelminthes","Rhabditophora","","Trepaxonemata","","","","","","","","","","","","","","","","","","",NA,NA,"Class","Class","Class",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326","Trepobates","Trepobates","Trepobates","Trepobates",103811,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Hemiptera","Heteroptera","Gerromorpha","Gerroidea","Gerridae","Trepobatinae","","","","","Trepobates","","","","","Gerridae",TRUE,"Genus","Genus","Genus","Gerridae","Gerridae","Gerridae","Gerridae","Gerridae","Gerridae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","Triaenodes","Triaenodes","Triaenodes","Triaenodes",116565,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Leptoceroidea","Leptoceridae","Leptocerinae","","Triaenodini","","","Triaenodes","","","","",NA,NA,"Genus","Genus","Genus","Leptoceridae","Leptoceridae","Leptoceridae","Leptoceridae","Leptoceridae","Leptoceridae","Triaenodes","Triaenodes","Triaenodes",NA,NA,NA,NA,NA,NA
"1328","triannulatus","Orthocladiinae","Chironomidae","Psilometriocnemus triannulatus",129084,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Psilometriocnemus","","","triannulatus","",NA,NA,"Family","Subfamily","Species","Chironomidae","Orthocladiinae","Psilometriocnemus","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","Tribelos","Chironomini","Chironomidae","Tribelos",129820,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Chironomini","","","Tribelos","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Chironomini","Tribelos","Chironomidae","Chironomidae","Chironomidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","Trichoclinocera","Trichoclinocera","Trichoclinocera","Trichoclinocera",135903,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Brachycera","Muscomorpha","","Empididae","Clinocerinae","","","","","Trichoclinocera","","","","","Empididae",FALSE,"Genus","Genus","Genus","Trichoclinocera","Trichoclinocera","Trichoclinocera","Empididae","Empididae","Empididae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","Trichocorixa","Trichocorixa","Trichocorixa","Trichocorixa",103423,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Hemiptera","Heteroptera","Nepomorpha","Corixoidea","Corixidae","Corixinae","","","","","Trichocorixa","","","","",NA,NA,"Genus","Genus","Genus","Corixidae","Corixidae","Corixidae","Corixidae","Corixidae","Corixidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","Trichoptera","Trichoptera","Trichoptera","Trichoptera",115095,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","","","","","","","","","","","","",NA,NA,"Order","Order","Order","Trichoptera","Trichoptera","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","Trichoptera sp. AJF#01","Trichoptera","Trichoptera","Trichoptera sp. AJF#01",-220,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","","","","","","","","","","","Trichoptera sp. AJF#01","",NA,NA,"Order","Order","Species","Trichoptera","Trichoptera","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334","Trichoptera sp. AJF#02","Trichoptera","Trichoptera","Trichoptera sp. AJF#02",-221,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","","","","","","","","","","","Trichoptera sp. AJF#02","",NA,NA,"Order","Order","Species","Trichoptera","Trichoptera","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","Tricorythodes","Tricorythodes","Tricorythodes","Tricorythodes",101405,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Leptohyphidae","","","","","","Tricorythodes","","","","",NA,NA,"Genus","Genus","Genus","Tricorythodes","Tricorythodes","Tricorythodes","Tricorythodes","Tricorythodes","Tricorythodes",NA,NA,NA,NA,NA,NA,"Tricorythodes","Tricorythodes","Tricorythodes"
"1336","Tricorythodes explicatus","Tricorythodes explicatus","Tricorythodes explicatus","Tricorythodes explicatus",101419,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Leptohyphidae","","","","","","Tricorythodes","","","explicatus","",NA,NA,"Species","Species","Species","Tricorythodes explicatus","Tricorythodes explicatus","Tricorythodes explicatus","Tricorythodes","Tricorythodes","Tricorythodes",NA,NA,NA,NA,NA,NA,"Tricorythodes","Tricorythodes","Tricorythodes"
"1337","Tricorythodes minutus","Tricorythodes minutus","Tricorythodes minutus","Tricorythodes minutus",101413,"Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Leptohyphidae","","","","","","Tricorythodes","","","minutus","",NA,NA,"Species","Species","Species","Tricorythodes minutus","Tricorythodes minutus","Tricorythodes minutus","Tricorythodes minutus","Tricorythodes minutus","Tricorythodes minutus","Tricorythodes minutus","Tricorythodes minutus","Tricorythodes minutus",NA,NA,NA,"Tricorythodes minutus","Tricorythodes minutus","Tricorythodes minutus"
"1338","Tricyphona","Tricyphona","Tricyphona","Tricyphona",-250,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Pediciidae","Pediciinae","","","","","","","","Tricyphona","",NA,NA,"Species","Species","Species","Nematocera","Nematocera","Nematocera","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339","trifascia","Orthocladiinae","Chironomidae","Cricotopus trifascia",128659,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Cricotopus","","Cricotopus","trifascia","",NA,NA,"Family","Subfamily","Species","Chironomidae","Orthocladiinae","Cricotopus","Chironomidae","Orthocladiinae","Cricotopus",NA,NA,"Cricotopus",NA,NA,NA,NA,NA,NA
"1340","Trissopelopia","Pentaneurini","Chironomidae","Trissopelopia",128251,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Tanypodinae","","Pentaneurini","","","Trissopelopia","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Pentaneurini","Pentaneurini","Chironomidae","Pentaneurini","Pentaneurini",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341","tritum","Chironomini","Chironomidae","Polypedilum tritum",129719,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Chironomini","","","Polypedilum","","","tritum","",NA,NA,"Family","Tribe","Species","Chironomidae","Chironomini","Polypedilum","Chironomidae","Chironomidae","Polypedilum",NA,NA,"Polypedilum",NA,NA,NA,NA,NA,NA
"1342","Triznaka","Triznaka","Triznaka","Triznaka",103308,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Chloroperlidae","Chloroperlinae","","","","","Triznaka","","","","",NA,NA,"Genus","Genus","Genus","Chloroperlidae","Chloroperlidae","Chloroperlidae","Triznaka","Triznaka","Triznaka","Chloroperlinae","Chloroperlinae","Chloroperlinae",NA,NA,NA,NA,NA,NA
"1343","Trombidiformes","Acari","Acari","Trombidiformes",82769,"Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","","","","","","","","","","","","","","","Acari",FALSE,"Subclass","Subclass","Order","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","Tropisternus","Tropisternus","Tropisternus","Tropisternus",112938,"Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","","Hydrophilini","","","Tropisternus","","","","",NA,NA,"Genus","Genus","Genus","Hydrophilidae","Hydrophilidae","Hydrophilidae","Tropisternus","Tropisternus","Tropisternus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345","Truncatelloidea","Truncatelloidea","Truncatelloidea","Truncatelloidea",-228,"Mollusca","","","Gastropoda","Caenogastropoda","","","Littorinimorpha","","","Truncatelloidea","","","","","","","","","","","",NA,NA,"Superfamily","Superfamily","Superfamily","Gastropoda","Gastropoda","Gastropoda","Gastropoda","Gastropoda","Gastropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA
