"","Fine_STE","Medium_STE","Coarse_STE","OTU_MetricCalc","Taxon","Taxon.Serial.Number","Mapped.Taxon.Serial.Number","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Exclusion_reason","Excluded","Coarse_STE_rank","Medium_STE_rank","Fine_STE_rank","Coarse_STE_attribute_use","Medium_STE_attribute_use","Fine_STE_attribute_use","Coarse_STE_HBI_use","Medium_STE_HBI_use","Fine_STE_HBI_use","Coarse_STE_MTI_use","Medium_STE_MTI_use","Fine_STE_MTI_use","Coarse_STE_FSBI_use","Medium_STE_FSBI_use","Fine_STE_FSBI_use","Coarse_STE_FSBI_use2","Medium_STE_FSBI_use2","Fine_STE_FSBI_use2"
"902","Orthocladius (Symposiocladius)","Orthocladiinae","Chironomidae","Orthocladius (Symposiocladius)","Orthocladius lignicola",128913,"568523","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Orthocladius","","Symposiocladius","","",NA,NA,"Family","Subfamily","Subgenus","Chironomidae","Orthocladiinae","Orthocladius (Symposiocladius)","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,"Orthocladius",NA,NA,NA,NA,NA,NA
"903","Orthocladius complex","Orthocladiinae","Chironomidae","Orthocladius complex","Orthocladius complex",-25,"-25","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","Orthocladius complex","","","","","","",NA,NA,"Family","Subfamily","Genus.Group","Chironomidae","Orthocladiinae","Orthocladius complex","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","Osobenus yakimae","Osobenus yakimae","Osobenus yakimae","Osobenus yakimae","Osobenus yakimae",103184,"103184","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Perlodidae","Perlodinae","","Diploperlini","","","Osobenus","","","yakimae","",NA,NA,"Species","Species","Species","Perlodidae","Perlodidae","Perlodidae","Perlodidae","Perlodidae","Perlodidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","Ostracoda","Ostracoda","Ostracoda","Ostracoda","Podocopida",609939,"84195","Arthropoda","Crustacea","","Ostracoda","","","","","","","","","","","","","","","","","","",NA,NA,"Class","Class","Class","Ostracoda","Ostracoda","Ostracoda","Ostracoda","Ostracoda","Ostracoda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","Ostracoda","Ostracoda","Ostracoda","Ostracoda","Ostracoda",84195,"84195","Arthropoda","Crustacea","","Ostracoda","","","","","","","","","","","","","","","","","","",NA,NA,"Class","Class","Class","Ostracoda","Ostracoda","Ostracoda","Ostracoda","Ostracoda","Ostracoda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","Oxidae","Acari","Acari","Oxidae","Oxidae",83239,"83239","Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Oxidae","","","","","","","","","","","Acari",FALSE,"Subclass","Subclass","Family","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","Oxus","Acari","Acari","Oxus","Oxus",83244,"83244","Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Oxidae","","","","","","Oxus","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Oxus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","Oxycera","Oxycera","Oxycera","Oxycera","Oxycera",130461,"130461","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Brachycera","Stratiomyomorpha","","Stratiomyidae","Stratiomyinae","","Oxycerini","","","Oxycera","","","","",NA,NA,"Genus","Genus","Genus","Stratiomyidae","Stratiomyidae","Stratiomyidae","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","Oxyethira","Oxyethira","Oxyethira","Oxyethira","Oxyethira",115779,"115779","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydroptiloidea","Hydroptilidae","Hydroptilinae","","Hydroptilini","","","Oxyethira","","","","",NA,NA,"Genus","Genus","Genus","Hydroptilidae","Hydroptilidae","Hydroptilidae",NA,NA,NA,"Oxyethira","Oxyethira","Oxyethira",NA,NA,NA,NA,NA,NA
"911","Pachyprosopis (Parapachyprosopis)","Pachyprosopis (Parapachyprosopis)","Pachyprosopis (Parapachyprosopis)","Pachyprosopis (Parapachyprosopis)","Pachyprosopis (Parapachyprosopis)",716596,"716596","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","Apocrita","Aculeata","Apoidea","Colletidae","Euryglossinae","","","","","Pachyprosopis","","Parapachyprosopis","","","Colletidae",TRUE,"Subgenus","Subgenus","Subgenus",NA,NA,NA,"Hymenoptera","Hymenoptera","Hymenoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus leniusculus leniusculus",650412,"97325","Arthropoda","Crustacea","","Malacostraca","Eumalacostraca","","Eucarida","Decapoda","Pleocyemata","Astacidea","Astacoidea","Astacidae","","","","","","Pacifastacus","","","","",NA,NA,"Genus","Genus","Genus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus",NA,NA,NA,"Pacifastacus","Pacifastacus","Pacifastacus"
"913","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus",97325,"97325","Arthropoda","Crustacea","","Malacostraca","Eumalacostraca","","Eucarida","Decapoda","Pleocyemata","Astacidea","Astacoidea","Astacidae","","","","","","Pacifastacus","","","","",NA,NA,"Genus","Genus","Genus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus",NA,NA,NA,"Pacifastacus","Pacifastacus","Pacifastacus"
"914","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus leniusculus",97326,"97325","Arthropoda","Crustacea","","Malacostraca","Eumalacostraca","","Eucarida","Decapoda","Pleocyemata","Astacidea","Astacoidea","Astacidae","","","","","","Pacifastacus","","","","",NA,NA,"Genus","Genus","Genus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus","Pacifastacus",NA,NA,NA,"Pacifastacus","Pacifastacus","Pacifastacus"
"915","Pagastia","Diamesini","Chironomidae","Pagastia","Pagastia",128401,"128401","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Diamesinae","","Diamesini","","","Pagastia","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Diamesinae","Pagastia","Chironomidae","Diamesini","Pagastia",NA,NA,"Pagastia",NA,NA,NA,NA,NA,NA
"916","Pagastiella","Chironomini","Chironomidae","Pagastiella","Pagastiella",129561,"129561","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Chironomini","","","Pagastiella","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Chironomini","Chironomini","Chironomidae","Chironomidae","Chironomidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","Pagurus aleuticus","Pagurus aleuticus","Pagurus aleuticus","Pagurus aleuticus","Pagurus aleuticus",97778,"97778","Arthropoda","Crustacea","","Malacostraca","Eumalacostraca","","Eucarida","Decapoda","Pleocyemata","Anomura","Paguroidea","Paguridae","","","","","","Pagurus","","","aleuticus","",NA,NA,"Species","Species","Species","Decapoda","Decapoda","Decapoda","Decapoda","Decapoda","Decapoda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","Paha","Paha","Paha","Paha","Paha",706131,"706131","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Cucujiformia","Tenebrionoidea","Zopheridae","Colydiinae","","","","","Paha","","","","",NA,NA,"Genus","Genus","Genus","Coleoptera","Coleoptera","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","Palaeagapetus nearcticus","Palaeagapetus","Palaeagapetus","Palaeagapetus nearcticus","Palaeagapetus nearcticus",115853,"115853","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydroptiloidea","Hydroptilidae","Ptilocolepinae","","","","","Palaeagapetus","","","nearcticus","",NA,NA,"Genus","Genus","Species","Hydroptilidae","Hydroptilidae","Hydroptilidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","Palaemonidae","Palaemonidae","Palaemonidae","Palaemonidae","Palaemonidae",96213,"96213","Arthropoda","Crustacea","","Malacostraca","Eumalacostraca","","Eucarida","Decapoda","Pleocyemata","Caridea","Palaemonoidea","Palaemonidae","","","","","","","","","","",NA,NA,"Family","Family","Family","Decapoda","Decapoda","Decapoda","Decapoda","Decapoda","Decapoda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","Palaeoheterodonta","Palaeoheterodonta","Palaeoheterodonta","Palaeoheterodonta","Palaeoheterodonta",79911,"79911","Mollusca","","","Bivalvia","Palaeoheterodonta","","","","","","","","","","","","","","","","","",NA,NA,"Subclass","Subclass","Subclass","Bivalvia","Bivalvia","Bivalvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","Panisopsis","Acari","Acari","Panisopsis","Panisopsis",895838,"895838","Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Hydryphantidae","","","","","","Panisopsis","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","Parachaetocladius","Orthocladiinae","Chironomidae","Parachaetocladius","Parachaetocladius",128951,"128951","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Parachaetocladius","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Parachaetocladius","Chironomidae","Orthocladiinae","Parachaetocladius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","Parachironomus","Chironomini","Chironomidae","Parachironomus","Parachironomus",129564,"129564","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Chironomini","","","Parachironomus","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Chironomini","Chironomini","Chironomidae","Chironomidae","Chironomidae",NA,NA,"Parachironomus",NA,NA,NA,NA,NA,NA
"925","Paracladopelma","Chironomini","Chironomidae","Paracladopelma","Paracladopelma",129597,"129597","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Chironomini","","","Paracladopelma","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Chironomini","Paracladopelma","Chironomidae","Chironomidae","Chironomidae",NA,NA,"Paracladopelma",NA,NA,NA,NA,NA,NA
"926","Paracloeodes","Paracloeodes","Paracloeodes","Paracloeodes","Paracloeodes minutus",100901,"","Arthropoda","Hexapoda","","Insecta","Pterygota","","","Ephemeroptera","Pisciforma","","","Baetidae","","","","","","Paracloeodes","","","","",NA,NA,"Genus","Genus","Genus","Baetidae","Baetidae","Baetidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","Paracricotopus","Orthocladiinae","Chironomidae","Paracricotopus","Paracricotopus",128962,"128962","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Paracricotopus","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Orthocladiinae","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","Paracymus","Paracymus","Paracymus","Paracymus","Paracymus",112909,"112909","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","","Anacaenini","","","Paracymus","","","","",NA,NA,"Genus","Genus","Genus","Paracymus","Paracymus","Paracymus","Paracymus","Paracymus","Paracymus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","Paradelphomyia","Paradelphomyia","Paradelphomyia","Paradelphomyia","Paradelphomyia",120298,"120298","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Tipulomorpha","","Tipulidae","Limoniinae","","Hexatomini","","","Paradelphomyia","","","","",NA,NA,"Genus","Genus","Genus","Limoniinae","Limoniinae","Limoniinae","Diptera","Diptera","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","Parakiefferiella","Orthocladiinae","Chironomidae","Parakiefferiella","Parakiefferiella",128968,"128968","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Parakiefferiella","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Parakiefferiella","Chironomidae","Orthocladiinae","Parakiefferiella",NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","Paralauterborniella","Chironomini","Chironomidae","Paralauterborniella","Paralauterborniella nigrohalteralis",129619,"129616","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Chironomini","","","Paralauterborniella","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Chironomini","Chironomini","Chironomidae","Chironomidae","Chironomidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","Paralauterborniella","Chironomini","Chironomidae","Paralauterborniella","Paralauterborniella",129616,"129616","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Chironomini","","","Paralauterborniella","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Chironomini","Chironomini","Chironomidae","Chironomidae","Chironomidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","Paraleptonia","Paraleptonia","Paraleptonia","Paraleptonia","Paraleptonia",724563,"724563","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","Staphyliniformia","Staphylinoidea","Staphylinidae","Aleocharinae","","Athetini","","","Paraleptonia","","","","","Staphylinidae",TRUE,"Genus","Genus","Genus","Staphylinidae","Staphylinidae","Staphylinidae","Staphylinidae","Staphylinidae","Staphylinidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","Paraleptophlebia Bicornuta Group","Paraleptophlebia Bicornuta Group","Paraleptophlebia Bicornuta Group","Paraleptophlebia Bicornuta Group","Paraleptophlebia Bicornuta Group",-198,"-198","Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Lanceolata","","Leptophlebiidae","","","","","","Paraleptophlebia","Paraleptophlebia Bicornuta Group","","","",NA,NA,"Species.Group","Species.Group","Species.Group","Paraleptophlebia","Paraleptophlebia","Paraleptophlebia","Paraleptophlebia","Paraleptophlebia","Paraleptophlebia","Paraleptophlebia","Paraleptophlebia","Paraleptophlebia",NA,NA,NA,"Paraleptophlebia","Paraleptophlebia","Paraleptophlebia"
"935","Paraleptophlebia Bicornuta Group","Paraleptophlebia Bicornuta Group","Paraleptophlebia Bicornuta Group","Paraleptophlebia Bicornuta Group","Paraleptophlebia bicornuta",101206,"-198","Arthropoda","Hexapoda","","Insecta","Pterygota","Palaeoptera","","Ephemeroptera","Furcatergalia","Lanceolata","","Leptophlebiidae","","","","","","Paraleptophlebia","Paraleptophlebia Bicornuta Group","","","",NA,NA,"Species.Group","Species.Group","Species.Group","Paraleptophlebia","Paraleptophlebia","Paraleptophlebia","Paraleptophlebia","Paraleptophlebia","Paraleptophlebia","Paraleptophlebia","Paraleptophlebia","Paraleptophlebia",NA,NA,NA,"Paraleptophlebia","Paraleptophlebia","Paraleptophlebia"
"936","Paralimnophyes","Orthocladiinae","Chironomidae","Paralimnophyes","Paralimnophyes",128976,"128976","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Paralimnophyes","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Orthocladiinae","Chironomidae","Orthocladiinae","Orthocladiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","Parametriocnemus","Orthocladiinae","Chironomidae","Parametriocnemus","Parametriocnemus",128978,"128978","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Parametriocnemus","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Parametriocnemus","Chironomidae","Orthocladiinae","Parametriocnemus",NA,NA,"Parametriocnemus",NA,NA,NA,NA,NA,NA
"938","Paramideopsis","Acari","Acari","Paramideopsis","Paramideopsis",83494,"83494","Arthropoda","Chelicerata","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Mideopsidae","","","","","","Paramideopsis","","","","","Acari",FALSE,"Subclass","Subclass","Genus","Acari","Acari","Trombidiformes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","Paramoera","Paramoera","Paramoera","Paramoera","Paramoera",93714,"93714","Arthropoda","Crustacea","","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","","","Eusiridae","","","","","","Paramoera","","","","",NA,NA,"Genus","Genus","Genus","Amphipoda","Amphipoda","Amphipoda","Amphipoda","Amphipoda","Amphipoda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","Paranais","Naididae","Oligochaeta","Paranais","Paranais",68862,"68862","Annelida","","","Clitellata","Oligochaeta","","","Haplotaxida","Tubificina","","","Naididae","","","","","","Paranais","","","","",NA,NA,"Subclass","Family","Genus","Oligochaeta","Naididae","Naididae","Oligochaeta","Oligochaeta","Oligochaeta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","Paraperla","Paraperla","Paraperla","Paraperla","Paraperla",103233,"103233","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Chloroperlidae","Paraperlinae","","","","","Paraperla","","","","",NA,NA,"Genus","Genus","Genus","Paraperla","Paraperla","Paraperla","Paraperla","Paraperla","Paraperla",NA,NA,NA,"Paraperla","Paraperla","Paraperla","Paraperla","Paraperla","Paraperla"
"942","Paraperla","Paraperla","Paraperla","Paraperla","Paraperla frontalis",103234,"103233","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Chloroperlidae","Paraperlinae","","","","","Paraperla","","","","",NA,NA,"Genus","Genus","Genus","Paraperla","Paraperla","Paraperla","Paraperla","Paraperla","Paraperla",NA,NA,NA,"Paraperla","Paraperla","Paraperla","Paraperla","Paraperla","Paraperla"
"943","Paraperlinae","Paraperlinae","Paraperlinae","Paraperlinae","Paraperlinae",609856,"609856","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Plecoptera","Systellognatha","","","Chloroperlidae","Paraperlinae","","","","","","","","","",NA,NA,"Subfamily","Subfamily","Subfamily","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae","Chloroperlidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","Paraphaenocladius","Orthocladiinae","Chironomidae","Paraphaenocladius","Paraphaenocladius",128989,"128989","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Orthocladiinae","","","","","Paraphaenocladius","","","","",NA,NA,"Family","Subfamily","Genus","Chironomidae","Orthocladiinae","Paraphaenocladius","Chironomidae","Orthocladiinae","Paraphaenocladius",NA,NA,"Paraphaenocladius",NA,NA,NA,NA,NA,NA
"945","Parapsyche","Parapsyche","Parapsyche","Parapsyche","Parapsyche",115556,"115556","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Hydropsychidae","Arctopsychinae","","","","","Parapsyche","","","","",NA,NA,"Genus","Genus","Genus","Parapsyche","Parapsyche","Parapsyche","Parapsyche","Parapsyche","Parapsyche",NA,NA,NA,"Parapsyche","Parapsyche","Parapsyche","Parapsyche","Parapsyche","Parapsyche"
"946","Parapsyche almota","Parapsyche","Parapsyche","Parapsyche almota","Parapsyche almota",115563,"115563","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Hydropsychidae","Arctopsychinae","","","","","Parapsyche","","","almota","",NA,NA,"Genus","Genus","Species","Parapsyche","Parapsyche","Parapsyche almota","Parapsyche","Parapsyche","Parapsyche",NA,NA,NA,"Parapsyche","Parapsyche","Parapsyche","Parapsyche","Parapsyche","Parapsyche almota"
"947","Parapsyche elsis","Parapsyche","Parapsyche","Parapsyche elsis","Parapsyche elsis",115560,"115560","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Trichoptera","","","Hydropsychoidea","Hydropsychidae","Arctopsychinae","","","","","Parapsyche","","","elsis","",NA,NA,"Genus","Genus","Species","Parapsyche","Parapsyche","Parapsyche elsis","Parapsyche","Parapsyche","Parapsyche",NA,NA,NA,"Parapsyche","Parapsyche","Parapsyche","Parapsyche","Parapsyche","Parapsyche elsis"
"948","Paratanytarsus","Tanytarsini","Chironomidae","Paratanytarsus","Paratanytarsus",129935,"129935","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Tanytarsini","","","Paratanytarsus","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Tanytarsini","Paratanytarsus","Chironomidae","Tanytarsini","Paratanytarsus",NA,NA,"Paratanytarsus",NA,NA,NA,NA,NA,NA
"949","Paratendipes","Chironomini","Chironomidae","Paratendipes","Paratendipes",129623,"129623","Arthropoda","Hexapoda","","Insecta","Pterygota","Neoptera","","Diptera","Nematocera","Culicomorpha","","Chironomidae","Chironominae","","Chironomini","","","Paratendipes","","","","",NA,NA,"Family","Tribe","Genus","Chironomidae","Chironomini","Paratendipes","Chironomidae","Chironomidae","Paratendipes",NA,NA,NA,NA,NA,NA,NA,NA,NA
